;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
INSULT_PIGFACE;ÖíÍ·;de face de cochon;Schweinegesicht;;caracerdo;;;;;;;;;x
employ_court_physician_desc;ÏÂÁîÅÉ³öĞÅÊ¹Ñ°ÕÒ§Y¹¬Í¢Ò½Ê¦§£¡µÄºòÑ¡ÈË¡£Äã»òĞí²»µÃ²»»¨·ÑÒ»Ğ©Ç®²ÆÀ´È°ÓÕËûÃÇµ½ÄãµÄ¹¬Í¢¡£Èç¹ûÄãÒÑ¾­ÓĞÁËÒ»Î»§Y¹¬Í¢Ò½Ê¦§£¡²¢ÇÒÑ¡Ôñ¹ÍÓ¶Ò»¸öĞÂµÄÒ½Ê¦£¬ÄÇÃ´Ô­¹¬Í¢Ò½Ê¦»á´ÇÈ¥Ëû»òËıµÄÖ°Îñ¡£;Envoyer des messagers afin de trouver un candidat pour le poste de §Yphysicien de la Cour§!. Vous aurez très probablement à payer le candidat afin qu'il rejoigne votre Cour. Si vous en avez déjà un et choisissez d'en employer un nouveau, l'ancien perdra son poste.;Sendet Boten aus, um einen Anwärter für die Stelle des §YHofarztes§! zu finden. Ihr müsst den Anwärter vermutlich bezahlen, um ihn dazu zu bewegen, an Euren Hof zu kommen. Solltet Ihr bereits einen §YHofarzt§! haben und einen neuen einstellen, wird der derzeitige von seinem Posten entlassen.;;Envías mensajeros para encontrar un/a candidato/a al puesto de §YMédico de la corte§!. Es probable que tengas que pagar al candidato/a para atraerlo/a a tu corte. Si ya tienes §YMédico de la corte§! y eliges contratar a uno nuevo, el anterior dimitirá de su cargo.;;;;;;;;;x
employ_court_physician_tooltip;È·±£È«¹ú·¶Î§ÄÚ¶¼ÖªµÀÄãÔÚÑ°ÕÒ¹¬Í¢Ò½Ê¦µÄºòÑ¡ÈË¡£\n;Garantit que tout le pays saura que vous cherchez un candidat pour le poste de physicien de la Cour.\n;Ihr solltet im gesamten Reich verlauten lassen, dass Ihr nach einem Anwärter für die Stelle des Hofarztes sucht.\n;;Asegúrate de que todo el reino sepa que buscas un/a candidato/a al puesto de §YMédico de la corte§!.\n;;;;;;;;;x
EVTDESC_RIP_11050;ÄãÅÉ³öÁËĞí¶àĞÅÊ¹ºÍÌ½×Ó£¬ÔÚÁìµØ¸÷´¦Ñ°ÕÒÔ¸ÒâÔÚ¹¬ÄÚ·şÎñµÄÃûÒ½¡£ÈçÓĞÊÕ»ñ£¬Á¢¼´Ù÷±¨¡£Ï£ÍûËûÃÇ²»»á´ø»ØÀ´Ó¹Ò½¡­¡­;Vous avez envoyé vos messagers et éclaireurs dans toutes les directions pour fouiller le pays à la recherche d'un physicien compétent qui serait d'accord pour rejoindre votre Cour. La nouvelle vous parviendra rapidement s'ils réussissent à trouver un candidat convenable. Espérons qu'ils ne ramèneront pas un charlatan...;Ihr habt Boten und Kundschafter in alle Himmelsrichtungen ausgesandt, um einen talentierten Arzt in Eurem Reich zu finden, der bereit ist, sich an Eurem Hof niederzulassen. Ihr solltet bald Berichte über ihre Fortschritte erhalten. Hoffentlich bringen sie Euch keinen Quacksalber ...;;Has enviado mensajeros y exploradores en todas direcciones en busca de médicos diestros que deseen establecerse en tu corte. Muy pronto sabrás si han encontrado un/a candidato/a viable. Es de esperar que no traigan ningún charlatán...;;;;;;;;;x
EVTOPTA_RIP_11050;ÎÒÏ£ÍûÎÒ²»ÓÃµÈÌ«³¤Ê±¼ä¡£;J'espère ne pas avoir à attendre longtemps.;Ich hoffe, ich muss nicht allzu lange warten.;;Ojalá no tenga que esperar mucho.;;;;;;;;;x
EVTOPTA_RIP_11053;ÎÒ¸ÄÖ÷ÒâÁË£¬ÎÒ²»ĞèÒª[recruited_physician_target.GetHerHis]·şÎñ¡£;J'ai changé d'avis, je n'ai pas besoin de ses services.;Ich habe meine Meinung geändert. Ich benötige die Dienste dieser Person nicht.;;He cambiado de idea, no preciso [recruited_physician_target.GetHerHis] servicios.;;;;;;;;;x
EVTDESC_RIP_11053_VILLAGE_DRUNKARD;ÄãµÄÌ½×ÓÙ÷±¨ËµÒ»Î»Ò½Êõ¸ß³¬µÄÒ½Ê¦×¡ÔÚÁÙ½üµÄ´å×ÓÀï¡£¾¡¹Ü[recruited_physician_target.GetSheHe]Ã»ÓĞÕı¹æÑ§Ï°¹ı¶øÇÒ»¹ÊÇÒ»¸ö¾Æ¹í£¬µ«Å©ÃñÃÇ¶¼·¢ÊÄËµ[recruited_physician_target.GetSheHe]ÄÜÖÎ°Ù²¡¡£ÕâÎ»'[recruited_physician_target.GetFullName]'ºÜÈİÒ×¾ÍÄÜ±»Ëµ·şÈ¥ÄãµÄ¹¬Í¢ÀïÈÎÖ°¡£;Vos éclaireurs vous informent qu'un physicien très compétent réside dans un village voisin. Bien qu'[recruited_physician_target.GetSheHe] soit dépourvu[recruited_physician_target.GetNoneE] de toute éducation formelle, qu'[recruited_physician_target.GetSheHe] serait alcoolique et qu'[recruited_physician_target.GetSheHe] ferait preuve de violence, les villageois jurent qu'[recruited_physician_target.GetSheHe] a été en mesure de guérir toutes les maladies les affligeant. C[recruited_physician_target.GetMaleFemale] « [recruited_physician_target.GetFullName] » pourrait facilement être persuadé[recruited_physician_target.GetNoneE] de venir s'installer à votre Cour.;Eure Kundschafter berichten über einen äußerst talentierten Hofarzt in einem nahen Dorf. Obwohl [recruited_physician_target.GetSheHe] zwar keine formelle Ausbildung genossen hat und häufig zu tief ins Glas schauen soll, schwören die Dorfbewohner, dass recruited_physician_target.GetSheHe] bisher noch jedes Gebrechen heilen konnte. Es sollte ein Leichtes sein, [recruited_physician_target.GetFullName] davon zu überzeugen, sich am Hof einzurichten.;;Tus exploradores te informan de un médico muy diestro que reside en un pueblo cercano. Aunque [recruited_physician_target.GetSheHe] carece de educación formal y al parecer es un/a tremendo/a alcohólico/a, los habitantes del pueblo juran que [recruited_physician_target.GetSheHe] fue capaz de curar todas las dolencias que les afectaban. Se podría persuadir fácilmente a tal '[recruited_physician_target.GetFullName]' a establecerse en tu corte.;;;;;;;;;x
EVTOPTB_RIP_11053;ÎÒÔ¸Òâ³Ğµ£·çÏÕ¡£;Je prends le risque.;Ich werde das Risiko eingehen.;;Estoy dispuesto a correr el riesgo.;;;;;;;;;x
EVTDESC_RIP_11053_SHIPS_PHYSICIAN;Ò»·İ±¨¸æ³ÆÒ»ËÒ´¬¸Õ¸ÕÍ£²´ÔÚ[physician_port_target.GetName]¡£ÕâËÒ´¬±»³ÆÎª'[recruited_physician_target.Religion.GetRandomGodNameCap]Ö®·ç±©'£¬²¢ÇÒÔÚ´¬ÉÏÓĞÒ»Î»½Ğ[recruited_physician_target.GetFirstNameWithNick]µÄÒ½Êõ¸ß³¬µÄÒ½Ê¦£¬Ä¿Ç°ÊÜ¹ÍÓÚ´Ë´¬µÄ´¬³¤¡£Èç¹ûÄãÔùÓèÌ°À·µÄÒ½Ê¦´óÁ¿µÄ»Æ½ğ£¬[recruited_physician_target.GetSheHe]¾Í±Ø¶¨»á×ª¶øµ½ÄãµÄ¹¬Í¢ÈÎÖ°£¡;Des rapports font état d'un navire arrimé à [physician_port_target.GetName] qui est appelé « La tempête envoyée par [recruited_physician_target.Religion.GetRandomGodName] » et à bord se trouve le physicien réputé [recruited_physician_target.GetFirstNameWithNick], qui est actuellement au service du capitaine du bateau. Si vous offriez une grande quantité d'or à l'avide physicien, [recruited_physician_target.GetSheHe] accepterait certainement de s'installer à votre Cour !;Ihr erhaltet Berichte über ein Schiff, das gerade in [physician_port_target.GetName] eingetroffen ist. An Bord des Schiffs mit dem Namen [recruited_physician_target.Religion.GetRandomGodNameCap]-Sturm arbeitet [recruited_physician_target.GetFirstNameWithNick] als Schiffsarzt im Dienste des Kapitäns. Wenn Ihr eine ordentliche Summe Gold investiert, würde [recruited_physician_target.GetSheHe] sicher gierig zugreifen und sich stattdessen an Eurem Hof niederlassen!;;Te informan de que un barco acaba de atracar en [physician_port_target.GetName]. La nave se llama 'Tormenta de [recruited_physician_target.Religion.GetRandomGodNameCap]' y a bordo reside el/la famoso/a médico, [recruited_physician_target.GetFirstNameWithNick], que ahora mismo está al servicio del capitán del barco. ¡Si ofreces una gran cantidad de oro al/a la codicioso/a médico, [recruited_physician_target.GetSheHe] seguramente aceptará con placer establecerse en tu corte!;;;;;;;;;x
EVTOPTC_RIP_11053;ÎªÁË½¡¿µ»¨ÔÙ¶àÇ®ÎÒÒ²Ô¸Òâ¡£;Je paierai n'importe quel prix pour une bonne santé.;Für meine Gesundheit ist mir kein Preis zu hoch.;;Pagaré lo que sea por una buena salud.;;;;;;;;;x
EVTDESC_RIP_11053_WISE_DWARF;ÄãµÄÌ½×ÓÙ÷±¨ËµÓĞÒ»Î»Ò½Êõ¸ß³¬µÄÒ½Ê¦¿ÉÄÜ×¡ÔÚ[physician_forest_target.GetName]µÄÉîÁÖÖĞ¡£ÕâÎ»Ò½Ê¦£¬ÊÇÒ»¸ö½Ğ[recruited_physician_target.GetFirstName]µÄÙªÈå£¬Ö»»áÔÚÖÎÁÆ¸½½ü´å×ÓÀïµÄº¢×ÓÊ±²Å»á³öÉ½¡£ÔÚ¶÷Íş²¢Ê©Ö®ÏÂ£¬[recruited_physician_target.GetSheHe]»á²»ÇéÔ¸µØ´ğÓ¦À´µ½ÄãµÄ¹¬Í¢ÈÎÖ°¡£;Vos gardes forestiers rapportent qu'un brillant physicien résiderait dans une forêt de [physician_forest_target.GetName]. Le physicien, un nain nommé [recruited_physician_target.GetFirstName], ne quitte jamais la forêt afin de guérir les enfants malades des villages voisins. Avec le bon dosage de coercition et de louange, [recruited_physician_target.GetSheHe] accepterait à contrecœur de s'installer à votre Cour.;Eure Kundschafter berichten, dass ein brillanter Arzt tief in den Wäldern von [physician_forest_target.GetName] hausen soll. Dieser Zwerg namens [recruited_physician_target.GetFirstName] verlässt den Wald nur, um die kranken Kinder in den umliegenden Dörfern zu behandeln. Mit genügend Überredungskunst und überschwänglichem Lob würde [recruited_physician_target.GetSheHe] sich vielleicht widerstrebend bereit erklären, an Eurem Hof zu dienen.;;Tus exploradores te informan que al parecer un/a médico brillante reside en lo profundo de los bosques de [physician_forest_target.GetName]. El/La médico, un/a enano/a llamado/a [recruited_physician_target.GetFirstName], solo sale del bosque para curar a los niños enfermos de las aldeas cercanas. Con una adecuada cantidad de coerción y halagos, [recruited_physician_target.GetSheHe] aceptaría a regañadientes establecerse en tu corte.;;;;;;;;;x
EVTOPTD_RIP_11053;[recruited_physician_target.GetManWoman]ÊÇÒ»¸öÆæ¹ÖµÄÙªÈå£¬µ«ÊÇÒ½Êõ¸ßÃ÷£¡°Ñ[recruited_physician_target.GetHerHim]´øµ½ÎÒµÄ¹¬Í¢Àï¡£;Un[recruited_physician_target.GetNoneE] [recruited_physician_target.GetManWoman] de petite taille et étrange, mais qui a les compétences requises ! Amenez-[recruited_physician_target.GetHerHim] à ma Cour.;Welch kuriose kleine Person mit großen Talenten! Bringt sie an meinen Hof!;;¡Un/a [recruited_physician_target.GetManWoman] algo peculiar, pero con mucho talento! Traed[recruited_physician_target.GetHerHim] a mi corte.;;;;;;;;;x
EVTDESC_RIP_11053_JEWISH_EXILE;ÔÚÄãÑ°ÇóÕĞÄ¼¹¬Í¢Ò½Ê¦µÄÏûÏ¢´«³öÈ¥²»¾Ã£¬Ò»¸ö±»Á÷·ÅµÄÓÌÌ«ÈËÀ´µ½ÄãµÄ¹¬Í¢¡£ÕâÎ»±»Á÷·ÅµÄÓÌÌ«ÈË×Ô³Æ[recruited_physician_target.GetHerselfHimself]Îª[recruited_physician_target.GetFullName]²¢ÇÒ½âÊÍËµ[recruited_physician_target.GetSheHe]ÔøÈÎ¶àÎ»Í³ÖÎÕßµÄÒ½Ê¦£¬Èç¹û±¨³ê·áºñ£¬Ò²½«Ìá¹©[recruited_physician_target.GetHerHis]·şÎñ¡£;Peu de temps après que vous ayez annoncé être à la recherche d'un physicien pour votre Cour, une personne de confession juive en exil s'est présentée comme étant [recruited_physician_target.GetFullName]. [recruited_physician_target.GetSheHeCap] a expliqué avoir servi comme physicien auprès de nombreux souverains auparavant, et en tant que tel, vous propose ses services en échange d'un juste salaire.;Kurz nachdem Ihr verlauten habt lassen, dass Ihr einen Hofarzt sucht, erscheint [recruited_physician_target.GetFullName] an Eurem Hof. [recruited_physician_target.GetSheHeCap] ist jüdischen Glaubens und erklärt, in der Position des Hofarztes schon vielen Herrschern gedient zu haben. Gegen ein angemessenes Entgelt möchte [recruited_physician_target.GetSheHe] gerne in Eure Dienste treten.;;Al poco de hacer saber que buscas contratar un médico para la corte, un/a exiliado/a judío/a aparece en tu corte. Este/a se presenta a [recruited_physician_target.GetHerselfHimself] como [recruited_physician_target.GetFullName] y explica que [recruited_physician_target.GetSheHe] ha trabajado con anterioridad como médico de muchos gobernantes y como tal ofrece [recruited_physician_target.GetHerHis] servicio a cambio de una paga justa.;;;;;;;;;x
EVTOPTE_RIP_11053;ÎÒ½ÓÊÜÄã¿¶¿®µÄÌáÒé;J'accepte votre généreuse offre !;Ich nehme Euer großzügiges Angebot an!;;¡Acepto tu generosa oferta!;;;;;;;;;x
EVTDESC_RIP_11053_CONDEMNED_SORCERER;ÄãµÄ[Root.GetSpymasterName]£¬[Root.job_spymaster.GetTitledFirstName]±¨¸æËµÒ»¸öÒì¶ËÊõÊ¿ÔÚ[sorcerer_city_target.GetName]±»×¥×¡¹Ø½øÁËÀÎÀï¡£Õâ¸ö'ÊõÊ¿'¿´ÉÏÈ¥ÖÎºÃÁËÆäËûµÄÇô·¸¡£¾¡¹Ü[recruited_physician_target.GetSheHe]½«ÓÚÎçÊ±Õ¶Ê×£¬µ«Äã¿ÉÒÔÉâÃâ[recruited_physician_target.GetHerHim]²¢ÇÒ¹ÍÓ¶[recruited_physician_target.GetHerHim]¡£;Votre [Root.GetSpymasterName], [Root.job_spymaster.GetTitledFirstName], rapporte qu'un sorcier hérétique se trouve derrière des barreaux à la cité de [sorcerer_city_target.GetName]. Ce « sorcier » a apparemment soigné des affections touchant les autres prisonniers. Bien que son exécution soit prévue à midi, vous pourriez [recruited_physician_target.GetHerHim] gracier pour qu'[recruited_physician_target.GetSheHe] travaille pour vous.;[Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName] berichtet über einen ketzerischen Hexer, der in [sorcerer_city_target.GetName] gefasst und eingekerkert wurde. Dieser sogenannte Zauberer konnte angeblich die Gebrechen mehrerer Mithäftlinge heilen. Obwohl er zur Mittagsstunde hingerichtet werden soll, könntet Ihr seine Begnadigung erwirken und ihn an Euren Hof holen.;;Tu [Root.GetSpymasterName], [Root.job_spymaster.GetTitledFirstName] informa que un/a hechicero/a hereje ha sido capturado y encerrado en la ciudad de [sorcerer_city_target.GetName]. Al parecer, este/a 'hechicero/a' ha curado las dolencias que afligían a los otros presos/as. Aunque [recruited_physician_target.GetSheHe] será ejecutado/a al mediodía, podrías perdonar[recruited_physician_target.GetHerHim] y poner[recruited_physician_target.GetHerHim] a tu servicio.;;;;;;;;;x
EVTOPTF_RIP_11053;Ò»¸öÀë¾­ÅÏµÀµÄÒì¶Ë¡­¡­µ«ÎÒÈ·ÊµĞèÒªÒ»Î»Ò½Ê¦£¡;Peu orthodoxe, mais j'ai besoin d'un physicien !;Höchst unorthodox ... aber ich brauche einen Arzt!;;Muy poco ortodoxo... ¡pero necesito un médico!;;;;;;;;;x
EVTDESC_RIP_11053_CYNICAL_CLERGYMAN;ÔÚÄã·Å³öÏûÏ¢£¬Ï£ÍûÕĞÄ¼Ò»Ãû¹¬Í¢Ò½Ê¦²»¾Ãºó£¬Ò»Î»À´×Ô[clergyman_temple_target.GetName]µÄ[Root.Religion.GetPriestTitle]À´µ½ÁËÄãµÄ¹¬Í¢¡£ÕâÎ»·ßÊÀ¼µË×µÄ[Root.Religion.GetPriestTitle]×Ô³Æ[recruited_physician_target.GetHerselfHimself]Îª[recruited_physician_target.GetFirstNameWithNick]£¬±í´ïÁËÏ£ÍûÊÌ·îÄãµÄÔ¸Íû¡£È»¶ø£¬ÆäËû[Root.Religion.GetPriestTitle]¶¼¶Ô´ËÈËÎ¨¿Ö±ÜÖ®²»¼°£¬×Ú½Ìµ±¾Ö¿ÖÅÂ²»»áÂúÒâ¡­¡­;Un certain temps après que vous ayez annoncé chercher un physicien pour votre Cour, un [Root.Religion.GetPriestTitle] de [clergyman_temple_target.GetName] est arrivé à votre Cour. Avec un certain cynisme, [recruited_physician_target.GetSheHe] se nomme [recruited_physician_target.GetHerselfHimself]-même [recruited_physician_target.GetFirstNameWithNick] et a exprimé le souhait de vous servir. Cependant, cette personne est évitée par les autres [Root.Religion.GetPriestTitle]s, et les autorités religieuses n'approuveraient pas une telle décision...;Einige Zeit nach Eurem Aufruf zur Suche eines Hofarztes erscheint ein(e) [Root.Religion.GetPriestTitle] von [clergyman_temple_target.GetName] an Eurem Hof. Diese zynische Person stellte sich als [recruited_physician_target.GetFirstNameWithNick] vor und tat den Wunsch kund, Euch zu dienen. Da diese Person jedoch von den übrigen Angehörigen ihres Glaubens gemieden wird, werden die religiösen Autoritäten dieser Anstellung sicherlich keinen Segen erteilen.;;Al poco de haber hecho saber que buscas contratar un médico para la corte, uno/a de los/as [Root.Religion.GetPriestTitle]s de [clergyman_temple_target.GetName] llega a tu corte. El/La cínico/a [Root.Religion.GetPriestTitle] se presenta [recruited_physician_target.GetHerselfHimself] como [recruited_physician_target.GetFullName] y expresa su deseo de servirte. Sin embargo, viendo que este individuo es rechazado por el resto de los/as [Root.Religion.GetPriestTitle]s, es improbable que las autoridades religiosas lo aprueben...;;;;;;;;;x
EVTOPTG_RIP_11053;Àë¿ªÄã²¼Âú³¾ÍÁµÄ¾ÉÊé¾í£¬À´ÎÒµÄ¹¬Í¢£¡;Laissez vos gros volumes poussiéreux et rejoignez ma Cour !;Lasst Eure staubigen alten Wälzer zurück und kommt an meinen Hof!;;¡Abandona tus tomos polvorientos y únete a mí en mi corte!;;;;;;;;;x
EVTDESC_RIP_11053_CHINESE_DOCTOR;ÄãµÄÌ½×ÓÔÚ[chinese_silk_road_target.GetName]µÄË¿³ñÖ®Â·ÊĞ³¡ÉÏ´òÌ½Ê±£¬Óöµ½Ò»Î»ÖĞ¹úÂÃĞĞÕß¡£Õâ¸öÂÃÈË½Ğ[recruited_physician_target.GetFirstName]£¬Éù³Æ×Ô¼ºÊÇÎ»ÔÆÓÎËÄ·½µÄÒ½Éú¼æÊ«ÈË£¬ÓµÓĞÔ¶½üÎÅÃûµÄ¼¼ÒÕ¡ª¡ªµ«ÕâĞ©¶¼ÎŞ·¨²éÖ¤¡£Èç¹ûÄãÊÊµ±¸øÓèĞ©±¨³ê£¬[recruited_physician_target.GetSheHeCap]¾Í»áµ½ÄãµÄ¹¬Í¢¡£;Alors qu'ils longeaient la route de la soie, vos éclaireurs ont rencontré un voyageur chinois à [chinese_silk_road_target.GetName]. [recruited_physician_target.GetSheHeCap] se nomme [recruited_physician_target.GetFirstName] et déclare être un chirurgien-poète aux habiletés réputées - une affirmation que les éclaireurs furent incapables de vérifier. [recruited_physician_target.GetSheHeCap] propose de rejoindre votre Cour en échange d'une compensation adéquate.;Auf einem Markt an der Seidenstraße in [chinese_silk_road_target.GetName] entdeckten Eure Kundschafter eine reisende Person aus China namens [recruited_physician_target.GetFirstName]. [recruited_physician_target.GetSheHeCap] gab an, ein reisender Chirurgenpoet zu sein, doch Eure Kundschafter konnten den Wahrheitsgehalt dieser Aussage nicht bestätigen. [recruited_physician_target.GetSheHeCap] würde sich gegen angemessene Entschädigung gerne an Eurem Hof verdingen.;;Mientras registraban un mercado de la Ruta de la seda en [chinese_silk_road_target.GetName], tus exploradores se encontraron un/a viajero/a chino. Este/a viajero/a, de nombre [recruited_physician_target.GetFirstName] afirma ser un/a cirujano-poeta/cirujano-poetisa errante de fama reconocida, una afirmación que los exploradores no pudieron confirmar. [recruited_physician_target.GetSheHeCap] se ofrece a unirse a tu corte por una compensación adecuada.;;;;;;;;;x
EVTOPTH_RIP_11053;Íâ¿ÆÒ½ÉúÕıÊÇÎÒËùĞèÒªµÄ£¡;Un chirurgien-poète est justement ce dont j'ai besoin !;Poesie und Chirurgie sind genau das, was ich brauche!;;¡Cirugía y poesía, justo lo que necesito!;;;;;;;;;x
EVTDESC_RIP_11053_ARAB_SCHOLAR;Äã×î½üÌıµ½ÏûÏ¢£¬Ò»ÃûÔÆÓÎËÄ·½µÄ°¢À­²®Ñ§Õß¸Õ¸Õ³Ë´¬À´µ½[arab_scholar_trade_post_target.GetName]µÄ¸Û¿Ú¡£ÕâÃûÑ§ÕßÃû½Ğ[recruited_physician_target.GetFullName]£¬ÈË½ÔÊ¢´«ÆäÕıÖÂÁ¦ÓÚÍê³ÉÒ»²¿Ò½ÁÆ·½·¨µÄ»ã±àÖø×÷¡ª¡ªÕâ»òĞíÒâÎ¶×Å[recruited_physician_target.GetHerHim]»áÔ¸Òâ½ÓÊÜÒ½Ê¦Ò»Ö°£¬ÒòÎª[recruited_physician_target.GetSheHe]½«ÓĞ»ú»áÔÚÄã¹¬Í¢¼ÌĞø[recruited_physician_target.GetHerHis]ÊÂÒµ£¡;Des nouvelles font état d'un érudit arabe à bord d'un navire qui vient juste d'amarrer dans le port de [arab_scholar_trade_post_target.GetName]. L'érudit, nommé [recruited_physician_target.GetFullName], serait en train de travailler sur un recueil des traitements médicinaux, ce qui en fait un candidat prêt pour le poste de physicien, puisqu'[recruited_physician_target.GetSheHe] serait capable de continuer son travail à votre Cour.;Ihr erhaltet Berichte über eine(n) reisende(n) arabische(n) Gelehrte(n) namens [recruited_physician_target.GetFullName]. [recruited_physician_target.GetSheHeCap] ist gerade mit einem Schiff im Hafen von [arab_scholar_trade_post_target.GetName] angekommen und soll an einem Kompendium über medizinische Behandlungsweisen arbeiten. [recruited_physician_target.GetSheHeCap] würde sich also vermutlich ideal für die Stelle des Hofarztes eignen und könnte an Eurem Hof weiter am Kompendium arbeiten!;;Te llegan noticas de un/a sabio/a árabe de viaje que acaba de llegar en barco al puerto de [arab_scholar_trade_post_target.GetName]. Del/De la sabio/a, de nombre [recruited_physician_target.GetFullName] se rumorea que trabaja en un compendio de tratamientos médicos. Esto [recruited_physician_target.GetHerHim] haría interesarse en el puesto de médico, pues [recruited_physician_target.GetSheHe] podría continuar [recruited_physician_target.GetHerHis] trabajo en tu corte!;;;;;;;;;x
EVTOPTI_RIP_11053;°Ñ[recruited_physician_target.GetHerHim]´øÀ´¼ûÎÒ£¡;Amenez-[recruited_physician_target.GetHerHim] à moi !;Willkommen an meinem Hof!;;¡Traed[recruited_physician_target.GetHerHim] ante mí!;;;;;;;;;x
